scanned 1692 files, 19341 fragments, 319471 candidate pairs
  src/slic3r/Utils/FlashAir.cpp:113-115  <->  src/slic3r/Utils/OctoPrint.cpp:232-234  (LITERAL, weighted=1, line=0.5)
  src/slic3r/Utils/FlashAir.cpp:134-136  <->  src/slic3r/Utils/OctoPrint.cpp:232-234  (LITERAL, weighted=1, line=0.5)
  src/slic3r/GUI/MultiMachinePage.cpp:139-175  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:55-91  (EXACT, weighted=1, line=1)
  src/libslic3r/Format/3mf.cpp:1106-1158  <->  src/libslic3r/Format/bbs_3mf.cpp:2961-3014  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachinePage.cpp:223-235  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:138-150  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachinePage.cpp:289-292  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:246-249  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiTaskManagerPage.cpp:273-285  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:138-150  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/PrivacyUpdateDialog.cpp:14-31  <->  src/slic3r/GUI/ReleaseNote.cpp:440-457  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiTaskManagerPage.cpp:462-500  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:55-91  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:3458-3530  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:1647-1720  (RENAMED, weighted=1, line=0.847826)
  src/slic3r/GUI/SelectMachine.cpp:3449-3453  <->  src/slic3r/GUI/SendToPrinter.cpp:127-131  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:3449-3453  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:1741-1745  (EXACT, weighted=1, line=1)
